Energy_MeV,LET_keV_um,CSDA_um,longitudinal_straggling_um,lateral_straggling_um,particle,material,Energy_MeV_u
4.5,1197.0,6.99,0.333,0.4402,16O,water,0.28126
5.0,1222.0,7.4,0.3395,0.4455,16O,water,0.31251
5.5,1239.0,7.81,0.3455,0.4503,16O,water,0.34376
6.0,1251.0,8.21,0.3512,0.4547,16O,water,0.37501
6.5,1258.0,8.6,0.3567,0.4588,16O,water,0.40627
7.0,1261.0,9.0,0.3621,0.4627,16O,water,0.43752
8.0,1259.0,9.79,0.3807,0.4698,16O,water,0.50002
9.0,1249.0,10.59,0.3985,0.4764,16O,water,0.56252
10.0,1234.0,11.39,0.4159,0.4826,16O,water,0.62502
11.0,1214.0,12.2,0.4329,0.4885,16O,water,0.68753
12.0,1193.0,13.03,0.4498,0.4942,16O,water,0.75003
13.0,1170.0,13.88,0.4666,0.4999,16O,water,0.81253
14.0,1146.0,14.74,0.4835,0.5054,16O,water,0.87503
